title,company,location,link 
Data Analyst,IQVIA,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2c4c5856662783e7
마케팅 PM 경력 채용 공고 – 채용마감,텐센트 코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5e1a0fb3d0a2530e
"유명 뷰티기업의 고객경험마케팅 팀장급(차부장),팀원급(과장)",수커리어컨설팅,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=698d4ff71fab86a5
[XTRM] Data Analyst,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=80a65fe76f39fe46
"주식회사 나인티나인 프로그램 개발자(데이터베이스, 빅데이터 분야)",나인티나인,서울 노원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=532d32a9e921596c
계약직 연구원(제주응급의료지원센터) 직원 채용 재공고,국립중앙의료원,서울 을지로동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=66c71ea92f9c1ecb
Business Data Analyst,Soomgo,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=166aa0c72e94a266
백엔드 개발,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f86b334f5dca660
마케팅 본부 인턴직 (마감),알펜루트자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6398c12740987a7f
[AI/NLP] 자연어처리 서비스 및 ML 플랫폼 서버 개발자 모집,엔씨소프트,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=902ac0063e169447
씨티에스보안(주) 영업 마케팅 및 영업관리,씨티에스보안,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6b55eb780d5b046f
[세광ENC]연구개발 및 데이터 수집 사무 직원,세광ENC,경상북도 고령,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c3a9de55c6db8d93
한국미즈노 골프 어패럴 디자이너,한국미즈노,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6d7b6ae1a9be0e30
KAIST 세포정체성연구센터 연수연구원 모집 공고,카이스트,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6d2da272d25e4093
보안 모니터링 시스템 개발 및 운영 담당자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d13fce11058e6cf1
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
실시간 PvP 야구게임 기획자 (경력),네오위즈,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2875c66c8b89e3a0
[마케팅플랫폼그룹]마케팅 플랫폼 기획 담당자,심플렉스,서울 동작구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6ced37826cd8bf0a
Data Specialist (Scientist&&Engineer),아우름플래닛,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dd4d8e59a4a9265d
"Associate, Client Service (Seoul)",Guidepoint,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d48f5f1348497c91
2020년 제5차 위촉직(기간제) 공개채용 공고,국토연구원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=67dad2f60ed27cba
데이터 분석(DA) 경력직,Success Korea,서울 신사동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8599cecb258d1ee7
머신러닝기반 데이터분석_신입[3차],Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f9c492daa7d5c940
서빙로봇 dilly 로봇서비스기획 경력직 (5년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de966cc3e0d9929a
설비 제어 데이터분석,휴먼디지털,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dac31ea858674c2e
리서치센터 기업분석실 계약직 연구원,하나금융투자,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fcf69704d15126a0
서울특별시 지방전임계약직공무원 (데이터센터),서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d79c8ae15cdba8b6
데이터 플랫폼 개발,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=371bf411a9529ae9
[카카오스토리] 데이터엔지니어링 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0f14b958c1b124e9
[TERA/콘솔][사업/서비스] 사업PM / 마케터,크래프톤,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2fc08bd453c4e8f4
민트팟 앱/웹 서비스기획 경력,민트팟,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=0a16f9beedc7aedb
B마트 생활용품 MD 경력직 (3년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a32fa6507109c538
머신러닝기반 데이터분석_신입[4차],Success Korea,서울 선릉역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1b17d214a0d694f1
[인프라] 데이터베이스 관리자 (MySQL),한국카카오은행,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f392fe43498a473e
Hedge Fund (인턴),알펜루트자산운용,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fb060afbd6719631
전국 물류센터 및 물류운영·경영기획·회계·인사·총무 신입 및 경력,BGF로지스,충청북도 진천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7ce9e4a4347b8ea2
딜리버리 데이터 과학자 (3년 이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=786df6fc50dd84f3
계약직 연구원(공공보건의료연구소) 직원 채용 공고,국립중앙의료원,서울 을지로동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4cd039362b288793
"중견 전자부품사 ERP시스템 운영 대리,과장급",마이더스에이치알,서울 영등포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cabb1b69ef6243c6
게임 데이터분석 및 구축운영,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3a5ca8884bfa6527
모바일 컨텐츠 데이터 분석 및 마케팅,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=608b4fedfcb3ebac
2021년 퍼브 SNS 마케팅 신입/경력,퍼브,서울 강서구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=91463c3b568c2166
한국경제신문 영상콘텐츠전략본부 X 이구필름 형인턴,이구필름,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a1c145d05a9a3a42
Software Architecture 설계 엔지니어,딥엑스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7df915e1f0f86b2d
카카오톡/계정/멜론플랫폼/지갑 서버 개발자 모집 공고,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=21f720e55bab4c8d
콘텐츠 커머스(V커머스/라이브커머스) 기획/운영 담당 대기업 식품회사,대기업 식품회사,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=de5998cad837281d
지식 콘텐츠 전문기업 웹 서비스 기획 (경력 5년이상)대리과장급,인파트너스,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4935ac2a5f9003ea
연승어패럴 클라이드앤 영업기획팀 구인공고,(주)연승어패럴,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3b85dd1aeb2b81d6
서비스기획 담당자 모집,넷마블,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7e6eda2a05647c9c
[XTRM] BM Product Manager,크래프톤,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4969760824359fa7
국민체력100 양평체력인증센터 (운동처방사 ),양평스포츠클럽,경기도 양평,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=36dff28687317211
Operations Innovation Lead,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cdbb761870fcf67b
정규직 웹 기획/마케팅 신입,아이데이터,서울 관악구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3dab54cbb95cd6e4
[CPLB] 신선센터 안전&품질 관리자,Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8021a5f4e5c0a744
이벤트/행사 중개 플랫폼 온라인서비스분야 (퍼포먼스 마케팅),티알큐,서울 노원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=bd82f34491b26dd2
서울특별시 지방전임계약직공무원 (전산_정보시스템 설계·운영 등),서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5ca4c7db9363bf72
Data Analyst Lead,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e745dd08a50c50e4
전략 총괄,주식회사 지니얼로지,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a194c65591edaeac
기획,주식회사 지니얼로지,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=05d8ef8cc9443af5
머신러닝 개발,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a1d687cd59776360
온라인마케터/영상촬영 및 편집자 신입/경력 정규직 (각1명),시니어앤파트너즈,창원 의창구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=240869bf7c779c96
배민상회 식자재 품질관리 경력직 (5년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ab8031f355f79b5
소셜벤처 리맨 2021년 정기 공채 - 기업부설연구소 (신입/경력),리맨,경기도 남양주,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=31628506cbd00beb
서울대병원 순환기내과 연구원,서울대학교병원,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=555aca97acab9ec1
Data Center Operations Manager,Amzn Corporate Services Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e818d278e0c066ea
[E&M부문] 콘텐츠운영지원/방송제작지원 직군(고졸이상) 신입사원 - 일반사무지원,CJ ENM,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=942b1a4d9ab0e93a
배민상회 농산MD 경력직 (3년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=af6f624a2f94468d
퍼포먼스 마케팅,외국계 대형 디지털마케팅 회사,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=76a1b51460f94281
영업지원 담당자,(주)이공이공,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=06c443ff86972a9a
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
퍼포먼스 마케팅,외국계 대형 디지털마케팅 회사,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=76a1b51460f94281
데이터베이스 엔지니어,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=36d9bc30e9e90dbf
Principal Business Analyst (Retail Program Management),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=009995c23a8dfc72
개인화메시징,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c52f854a9841881c
시니어 프론트엔드 개발자 - Game Dev본부,PUBG,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=1da98612784a1958
2020년 제10차 위촉직(기간제) 공개채용 공고,국토연구원,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=907d51c5be87af5e
디자이너/개발자,아트앤에셋,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=60d4a0f6a842c172
[오픈갤러리] 경력 큐레이터 모집,주식회사 오픈갤러리,서울 성동구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=affb2fcea5377146
쇼핑몰 마케팅,버건비,서울 동대문구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8b54fc2898400c3
프로젝트 매니저,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6d257c82df9b80a5
데이터 분석가,Success Korea,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e9ba3d7fa1eb6328
3P Project Assistant (CS Program Management),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=86077dff6badd8da
네이버 쇼핑 Aggregation 플랫폼 개발 인턴 모집(채용 연계형),NAVER,성남 정자동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=024f5f49321bfa2c
쏘카플랜사업 매니저,쏘카,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ee17d8739b8aa492
[마포구/홍대입구역] 웹기획·PM 경력직,도도한콜라보,서울 마포구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d1f09c7e97f71a81
System Engineer,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a1dea1aa6a7f870e
전문연구요원 (병역특례) 수시 (AI / SW 분야),딥엑스,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d83fc0dd2641f483
IT 업종 영업지원인력,동훈아이텍,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4afb59d8b468c4b8
머신러닝 엔지니어 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=269f9a96319ef19a
[EC운영기획팀] Fintech 서비스 기획자,심플렉스,서울 동작구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=964c6be696f53c3b
퍼포먼스 마케터 (과차장급),제이앤제이글로벌컨설팅,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cc4259a649bd832a
Customer Success Manager,Toss,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ed138c99ac0a4169
홍보 및 마케팅,2SportsWorld,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=eb8ac76b1b76473c
DGIST 2019년 제1차 계약직원 공개채용 공고,대구경북과학기술원,대구 현풍면,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4cd34228af5013fd
기획파트 데이터분석 경력자 채용,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3fa6fe1e4aec8ea9
"영업 온라인 마케팅 경력자 (포토샵, 영어가능자 우대)",솔루미에스테,서울 은평구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=319b49380af2bd22
Associate Solutions Architect,Amazon Web Services Korea LLC,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=94f4ff49978459bc
융합경영대학원 비즈니스 분석 분야 초빙교수 임용,울산과학기술원,울산 언양읍,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=e971d7e4a24ae33b
LG하우시스 공식 대리점 영업 담당자,인주하우징,인천,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=392a925b326a0b8b
IT 데이터 분석 전문가,Success Korea,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=633275d4c482a753
KIWI BLACK 컨텐츠팀 팀장,디알코퍼레이션,서울 종로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=b6fd1592f8e65e2e
C# 프로그래머(경력),유투,충청남도 아산,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=c795c9ed8b35b19c
Device IRIVER 퍼포먼스 마케터,드림어스컴퍼니,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f11e62482d0cf0c5
AI 개발 실장(이사) - 경력 20년 이상 [e-러닝 전문교육 기업],제이앤파트너즈코리아,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7524b008f956ae12
[정규직] 그로스해커 경력사원,케이몰글로벌,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=31740dfb3c70c6bb
국토연구원 2021년 제위촉직(기간제),국토연구원,세종특별자치시 세종,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=d2068af97a414c5d
[Biz] 네이버 글로벌 광고 플랫폼 기획 [DMP 부문],네이버,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=dc10c919622187a8
레벨 디자이너,펍지,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=48186a458e226ab4
[서교동] 빅데이터 분석가 경력,코드와이즈,서울 서교동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=46b20ad7815ff6e6
KEB하나은행 데이터 전문가(연금사업부),KEB하나은행(구.하나은행),대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=032eb0911d2a6821
Data Scientist,Soomgo,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=917cc06120add6e1
배민사업실 사업 PM 경력직 (7년이상),우아한 형제들,서울 송파구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=422f7c2d5c8c12cc
"Sr. Manager, Customer Service (Counie Operation)",Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=2a8884d5ec4f43e2
[ 제2021001호]대구시장애인체육회 장애인체력인증센터 운영인력(운동처방사),대구광역시장애인체육회,대구 수성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a7047a7c711b7843
파이썬SW 금융분야 특화 챗봇 개발 함께 할 엔지니어,파운트,서울 충정로역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ffd9cedb23e97344
[지니뮤직] 개발직 경력사원 (지니 서비스 개발),지니뮤직,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=5a5a2ac1284acc51
VBA 분석,Success Korea,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f736c24b658aee5d
[스탁키퍼] 백엔드 서버 개발자 (Back-End Developer),STOCKEEPER,서울 중구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6a3b1a225430233f
모바일 게임 마케팅 전략,유명 모바일 게임기업,,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=73a2d08e9358adc7
리버클래시 영업MD 신입,파스토조,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=cf078954a809ebe4
우수 IT 기업의 담당자 (리크루터) 경력직,에이치플러스그룹,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=711487b76cab9291
[연장] 공정품질관리 부문 경력사원 (~01/31),아이센스,서울 노원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=3f067457a5c71e8c
[안보융합연구원] SC-전략연구소 연구교원 채용 공고,카이스트,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=9ab41d5b0fde3674
쓰담 Server Developer,노마드스타,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=21f32b8f1827025d
인사기획 중견 그룹 지주사 new,중견 그룹 지주사,서울특별시,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=a5790ec873da8cdc
2021년도 국가보안기술연구소 1차 계약직 연구원(SW개발분야),국가보안기술연구소,대전 유성구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=877274d67c7df180
카카오 분석 플랫폼 경력 개발자 모집,카카오,성남 판교역,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8ae7c240ef7d5f0b
게임퍼블리싱 분석PM,Nexon,성남 분당구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ab838023766d2fda
"PLC프로그램, 자동제어전기설계, 테스트엔지니어 경력자",지노데이타시스템,안산 단원구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=526b8b3729195b83
디지털마케팅 경력 AE,애니퍼포먼스,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=6f398ab247cbf9ff
2021-1회 인지 및 사회성 연구단 연구원 및 박사후연구원,기초과학연구원,대전,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=fbdab97981902888
쓰담 Product Designer (UX/UI),노마드스타,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=7ab773b52b1da5f4
데이터 분석가 (팀장급),Success Korea,서울 구로구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=4fef50860bbc3ba9
서울시립미술관 기간제근로자,서울특별시,대한민국,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=65bd5c1b3967f4fc
Sales Training Specialist 채용 (경력 5년 이상),Coupang,서울,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=8e50c3765c38f1e7
성장하는 핀테크 스타트업 BackEnd Developer 경력직,웨이브릿지,서울 강남구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=f8ee4cfdf4dd6934
[ 히든그레이스] 연구 논문과 빅데이터 분석가,히든그레이스,서울 서초구,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=365556b277e2543f
